gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
620995757																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1335							Female	No Data								Skin - 1																			1974-10-27				1974	10	27											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Passerella iliaca							Passerella iliaca	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Passerella				iliaca										
620995756																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1334							Female	No Data								Skin - 1																			1974-10-04				1974	10	4											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		4 mi. W of Lexington													40.6413700000	-88.8597300000						40.6413700° N	88.8597300° W																																															Piranga olivacea							Piranga olivacea	Animalia	Chordata	Aves	Passeriformes	Thraupidae		Piranga				olivacea										
620995755																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1333							Female	No Data								Skin - 1																			1974-10-04				1974	10	4											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		7 mi. NE of Normal													40.5858700000	-88.8962000000						40.5858700° N	88.8962000° W																																															Plectrophenax nivalis							Plectrophenax nivalis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Plectrophenax				nivalis										
620995754																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1332							Male	adult								Skin - 1																			1974-10-20				1974	10	20											Bureau, Illinois, United States of America	North America				United States of America		Illinois	Bureau		Van Orin													41.5500000000	-89.3533300000						41.5500000° N	89.3533300° W																																															Catharus guttatus							Catharus guttatus	Animalia	Chordata	Aves	Passeriformes	Turdidae		Catharus				guttatus										
620995753																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1331							Female	No Data								Skin - 1																			1974-10-27				1974	10	27											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Passerella iliaca							Passerella iliaca	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Passerella				iliaca										
620995752																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1330							Unknown	adult								Skin - 1																			1974-10-27				1974	10	27											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Troglodytes troglodytes							Troglodytes troglodytes	Animalia	Chordata	Aves	Passeriformes	Troglodytidae		Troglodytes				troglodytes										
620995751																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1329							Male	immature								Skin - 1																			1974-05-19				1974	5	19											Livingston, Illinois, United States of America	North America				United States of America		Illinois	Livingston		Pontiac													40.8808300000	-88.6297200000						40.8808300° N	88.6297200° W																																															Porzana Carolina							Porzana Carolina	Animalia	Chordata	Aves	Gruiformes	Rallidae		Porzana				Carolina										
620995750																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1328							Male	No Data								Skin - 1																			1974-05-17				1974	5	17											Livingston, Illinois, United States of America	North America				United States of America		Illinois	Livingston		Pontiac													40.8808300000	-88.6297200000						40.8808300° N	88.6297200° W																																															Geothlypis trichas							Geothlypis trichas	Animalia	Chordata	Aves	Passeriformes	Parulidae		Geothlypis				trichas										
620995749																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1327							Female	No Data								Skin - 1																			1974-05-05				1974	5	5											Livingston, Illinois, United States of America	North America				United States of America		Illinois	Livingston		Pontiac													40.8808300000	-88.6297200000						40.8808300° N	88.6297200° W																																															Setophaga pensylvanica							Dendroica pensylvanica	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				pensylvanica										
620995748																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1326							Male	No Data								Skin - 1																			1974-10-18				1974	10	18											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Setophaga coronata							Dendroica coronata	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				coronata										
620995747																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1325							Male	No Data								Skin - 1								ISU Campus											1974-10-20				1974	10	20											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Zonotrichia albicollis							Zonotrichia albicollis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Zonotrichia				albicollis										
620995746																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1324							Male	immature								Skin - 1								ISU Campus											1974-10-04				1974	10	4											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Sphyrapicus varius							Sphyrapicus varius	Animalia	Chordata	Aves	Piciformes	Picidae		Sphyrapicus				varius										
620995745																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1323							Female	No Data								Skin - 1								ISU Campus											1974-10-13				1974	10	13											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Setophaga virens							Dendroica virens	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				virens										
620995744																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1322							Male	No Data								Skin - 1								ISU Campus											1974-10-16				1974	10	16											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Zonotrichia albicollis							Zonotrichia albicollis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Zonotrichia				albicollis										
620995743																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1321							Female	adult								Skin - 1																			1974-09-14				1974	9	14											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		4 mi. W of Lexington													40.6413700000	-88.8597300000						40.6413700° N	88.8597300° W																																															Colapates auratus							Colapates auratus	Animalia	Chordata	Aves	Piciformes	Picidae		Colapates				auratus										
620995742																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1320							Male	immature								Skin - 1																			1974-10-14				1974	10	14											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Fulica americana							Fulica americana	Animalia	Chordata	Aves	Gruiformes	Rallidae		Fulica				americana										
620995741																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1319							Male	adult								Skin - 1								ISU Campus											1974-10-11				1974	10	11											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Sitta canadensis							Sitta canadensis	Animalia	Chordata	Aves	Passeriformes	Sittidae		Sitta				canadensis										
620995740																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1318							Unknown	No Data								Skin - 1								ISU Campus											1974-10-10				1974	10	10											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Certhia americana							Certhia americana	Animalia	Chordata	Aves	Passeriformes	Certhiidae		Certhia				americana										
620995739																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1317							Female	adult								Skin - 1								ISU Campus											1974-10-02				1974	10	2											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Vireo olivaceus							Vireo olivaceus	Animalia	Chordata	Aves	Passeriformes	Vireonidae		Vireo				olivaceus										
620995738																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1316							Female	No Data								Skin - 1																			1974-09-25				1974	9	25											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Setophaga castanea							Dendroica castanea	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				castanea										
620995737																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1315							Male	adult								Skin - 1																			1973-05-05				1973	5	5											Island, Washington, United States of America	North America				United States of America		Washington	Island		Whidbey Island													48.2927800000	-122.6750000000						48.2927800° N	122.6750000° W																																															Larus glaucescens							Larus glaucescens	Animalia	Chordata	Aves	Charadriiformes	Laridae		Larus				glaucescens										
620995736																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1314							Male	No Data								Skin - 1																			1973-05-29				1973	5	29											Grant, Washington, United States of America	North America				United States of America		Washington	Grant		8 mi. SW of Moses Lake													46.9983300000	-119.4533100000						46.9983300° N	119.4533100° W																																															Numenius americanus							Numenius americanus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Numenius				americanus										
620995735																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1313							Female	adult								Skin - 1																			1973-04-01				1973	4	1											Grant, Washington, United States of America	North America				United States of America		Washington	Grant		8 mi. SW of Moses Lake													46.9983300000	-119.4533100000						46.9983300° N	119.4533100° W																																															Numenius americanus							Numenius americanus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Numenius				americanus										
620995734																																							2010-06-07 00:00:00.0																				ISU	Birds			PreservedSpecimen					1312							Male	No Data								Skin - 1																			1973-05-29				1973	5	29											Grant, Washington, United States of America	North America				United States of America		Washington	Grant		8 mi. SW of Moses Lake													46.9983300000	-119.4533100000						46.9983300° N	119.4533100° W																																															Numenius americanus							Numenius americanus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Numenius				americanus										
620995733																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1311							Female	adult								Skin - 1								ISU Campus											1974-09-26				1974	9	26											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Sphyrapicus varius							Sphyrapicus varius	Animalia	Chordata	Aves	Piciformes	Picidae		Sphyrapicus				varius										
620995732																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1310							Female	adult								Skin - 1																			1974-09-30				1974	9	30											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		1 mi. S of Bloomington													40.4696800000	-88.9936100000						40.4696800° N	88.9936100° W																																															Cyanocitta cristata							Cyanocitta cristata	Animalia	Chordata	Aves	Passeriformes	Corvidae		Cyanocitta				cristata										
620995731																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1309							Male	adult								Skin - 1																			1974-09-20				1974	9	20											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Colapates auratus							Colapates auratus	Animalia	Chordata	Aves	Piciformes	Picidae		Colapates				auratus										
620995730																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1308							Male	immature								Skin - 1								ISU Campus											1974-09-13				1974	9	13											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Turdus migratorius							Turdus migratorius	Animalia	Chordata	Aves	Passeriformes	Turdidae		Turdus				migratorius										
620995729																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1307							Male	No Data								Skin - 1																			1974-09-14				1974	9	14											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Setophaga ruticilla							Setophaga ruticilla	Animalia	Chordata	Aves	Passeriformes	Parulidae		Setophaga				ruticilla										
620995728																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1306							Female	No Data								Skin - 1																			1974-09-14				1974	9	14											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Setophaga castanea							Dendroica castanea	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				castanea										
620995727																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1305							Unknown	adult								Skin - 1																			1974-09-14				1974	9	14											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Contopus virens							Contopus virens	Animalia	Chordata	Aves	Passeriformes	Tyrannidae		Contopus				virens										
620995726																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1304							Male	adult								Skin - 1																			1974-09-21				1974	9	21											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		5 mi. W of Lexington													40.6413500000	-88.8788300000						40.6413500° N	88.8788300° W																																															Falco sparverius							Falco sparverius	Animalia	Chordata	Aves	Falconiformes	Falconidae		Falco				sparverius										
620995725																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1303							Female	adult								Skin - 1																			1974-09-01				1974	9	1											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Sayornis phoebe							Sayornis phoebe	Animalia	Chordata	Aves	Passeriformes	Tyrannidae		Sayornis				phoebe										
620995724																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1302							Male	adult								Skin - 1																			1974-09-08				1974	9	8											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Troglodytes aedon							Troglodytes aedon	Animalia	Chordata	Aves	Passeriformes	Troglodytidae		Troglodytes				aedon										
620995723																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1301							Male	No Data								Skin - 1																			1974-09-08				1974	9	8											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Setophaga ruticilla							Setophaga ruticilla	Animalia	Chordata	Aves	Passeriformes	Parulidae		Setophaga				ruticilla										
620995722																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1300							Male	adult								Skin - 1																			1974-09-08				1974	9	8											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Troglodytes aedon							Troglodytes aedon	Animalia	Chordata	Aves	Passeriformes	Troglodytidae		Troglodytes				aedon										
620995721																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1299							Female	No Data								Skin - 1								ISU Campus											1974-09-17				1974	9	17											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Setophaga castanea							Dendroica castanea	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				castanea										
620995720																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1298							Female	No Data								Skin - 1								ISU Campus											1974-09-04				1974	9	4											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Setophaga castanea							Dendroica castanea	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				castanea										
620995719																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1297							Female	adult								Skin - 1																			1974-09-06				1974	9	6											Illinois, United States of America	North America				United States of America		Illinois			McLean County																																																																				Catharus fuscescens							Catharus fuscescens	Animalia	Chordata	Aves	Passeriformes	Turdidae		Catharus				fuscescens										
620995718																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1296							Male	immature								Skin - 1								ISU Campus											1974-09-08				1974	9	8											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Archilochus colubris							Archilochus colubris	Animalia	Chordata	Aves	Apodiformes	Trochilidae		Archilochus				colubris										
620995717																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1295							Male	immature								Skin - 1								ISU Campus											1974-09-08				1974	9	8											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Archilochus colubris							Archilochus colubris	Animalia	Chordata	Aves	Apodiformes	Trochilidae		Archilochus				colubris										
620995716																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1294							Male	immature								Skin - 1								ISU Campus											1974-09-05				1974	9	5											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Archilochus colubris							Archilochus colubris	Animalia	Chordata	Aves	Apodiformes	Trochilidae		Archilochus				colubris										
620995715																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1293							Female	adult								Skin - 1								ISU Campus											1974-09-16				1974	9	16											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Vireo olivaceus							Vireo olivaceus	Animalia	Chordata	Aves	Passeriformes	Vireonidae		Vireo				olivaceus										
620995714																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1292							Male	immature								Skin - 1																			1974-09-01				1974	9	1											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Spizella pusilla							Spizella pusilla	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Spizella				pusilla										
620995713																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1291							Male	No Data								Skin - 1																			1974-09-07				1974	9	7											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. E of Normal													40.5141600000	-88.9524300000						40.5141600° N	88.9524300° W																																															Chordeiles minor							Chordeiles minor	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae		Chordeiles				minor										
620995712																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1290							Male	adult								Skin - 1																			1974-09-10				1974	9	10											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Chordeiles minor							Chordeiles minor	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae		Chordeiles				minor										
620995711																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1289							Female	adult								Skin - 1																			1974-09-04				1974	9	4											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Chordeiles minor							Chordeiles minor	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae		Chordeiles				minor										
620995710																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1288							Male	No Data								Skin - 1																			1974-09-06				1974	9	6											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		1 mi. E of Normal													40.5141700000	-88.9715000000						40.5141700° N	88.9715000° W																																															Chordeiles minor							Chordeiles minor	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae		Chordeiles				minor										
620995709																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1287							Male	No Data								Skin - 1																			1974-09-01				1974	9	1											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of Normal													40.5431600000	-88.9905600000						40.5431600° N	88.9905600° W																																															Oreothlypis peregrina							Vermivora peregrina	Animalia	Chordata	Aves	Passeriformes	Parulidae		Vermivora				peregrina										
620995708																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1286							Female	No Data								Skin - 1																			1974-09-06				1974	9	6											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		1 mi. E of Normal													40.5141700000	-88.9715000000						40.5141700° N	88.9715000° W																																															Chordeiles minor							Chordeiles minor	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae		Chordeiles				minor										
620995707																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1285							Female	adult								Skin - 1																			1974-09-07				1974	9	7											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. E of Normal													40.5141600000	-88.9524300000						40.5141600° N	88.9524300° W																																															Chordeiles minor							Chordeiles minor	Animalia	Chordata	Aves	Caprimulgiformes	Caprimulgidae		Chordeiles				minor										
620995706																																							2010-06-04 00:00:00.0																				ISU	Birds			PreservedSpecimen					1284							Male	No Data								Skin - 1								ISU Campus											1974-09-03				1974	9	3											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Setophaga castanea							Dendroica castanea	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				castanea										
620995705																																							2010-06-02 00:00:00.0																				ISU	Birds			PreservedSpecimen					1283							Male	No Data								Skin - 1																			1974-09-01				1974	9	1											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Contopus virens							Contopus virens	Animalia	Chordata	Aves	Passeriformes	Tyrannidae		Contopus				virens										
620995704																																							2010-06-02 00:00:00.0																				ISU	Birds			PreservedSpecimen					1282							Female	No Data								Skin - 1																			1974-09-01				1974	9	1											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Icterus galbula							Icterus galbula	Animalia	Chordata	Aves	Passeriformes	Icteridae		Icterus				galbula										
620995703																																							2010-06-02 00:00:00.0																				ISU	Birds			PreservedSpecimen					1281							Female	No Data								Skin - 1																			1974-08-31				1974	8	31											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Bloomington													40.4841700000	-88.9936100000						40.4841700° N	88.9936100° W																																															Dendroica striata							Dendroica striata	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				striata										
620995702																																							2010-06-02 00:00:00.0																				ISU	Birds			PreservedSpecimen					1280							Male	No Data								Skin - 1								ISU Campus											1974-09-03				1974	9	3											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Setophaga pensylvanica							Dendroica pensylvanica	Animalia	Chordata	Aves	Passeriformes	Parulidae		Dendroica				pensylvanica										
620995701																																							2010-06-02 00:00:00.0																				ISU	Birds			PreservedSpecimen					1279							Male	adult								Skin - 1																			1973-11-01				1973	11												Woodford, Illinois, United States of America	North America				United States of America		Illinois	Woodford		10 mi. NE of Spring Bay													40.9268300000	-89.3868000000						40.9268300° N	89.3868000° W																																															Anas strepera							Anas strepera	Animalia	Chordata	Aves	Anseriformes	Anatidae		Anas				strepera										
620995700																																							2010-06-02 00:00:00.0																				ISU	Birds			PreservedSpecimen					1278							Male	No Data								Skin - 1								ISU Campus											1974-05-16				1974	5	16											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Normal													40.5141700000	-88.9905600000						40.5141700° N	88.9905600° W																																															Oreothlypis peregrina							Vermivora peregrina	Animalia	Chordata	Aves	Passeriformes	Parulidae		Vermivora				peregrina										
620995699																																							2010-06-02 00:00:00.0																				ISU	Birds			PreservedSpecimen					1277							Male	No Data								Skin - 1								Evergreen Lake											1974-05-04				1974	5	4											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		Bloomington													40.4841700000	-88.9936100000						40.4841700° N	88.9936100° W																																															Ardea herodias							Ardea herodias	Animalia	Chordata	Aves	Ciconiiformes	Ardeidae		Ardea				herodias										
620995698																																							2010-06-02 00:00:00.0																				ISU	Birds			PreservedSpecimen					1276							Male	No Data								Skin - 1																			1974-04-30				1974	4	30											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		2 mi. N of McLean													40.3434300000	-89.1697200000						40.3434300° N	89.1697200° W																																															Troglodytes aedon							Troglodytes aedon	Animalia	Chordata	Aves	Passeriformes	Troglodytidae		Troglodytes				aedon										
620995697																																							2010-06-02 00:00:00.0																				ISU	Birds			PreservedSpecimen					1275							Male	immature								Skin - 1																			1974-06-20				1974	6	20											McLean, Illinois, United States of America	North America				United States of America		Illinois	McLean		4.5 mi. E of Kappa													40.6758000000	-88.9217900000						40.6758000° N	88.9217900° W																																															Picoides pubescens							Picoides pubescens	Animalia	Chordata	Aves	Piciformes	Picidae		Picoides				pubescens										
