gbifID	abstract	accessRights	accrualMethod	accrualPeriodicity	accrualPolicy	alternative	audience	available	bibliographicCitation	conformsTo	contributor	coverage	created	creator	date	dateAccepted	dateCopyrighted	dateSubmitted	description	educationLevel	extent	format	hasFormat	hasPart	hasVersion	identifier	instructionalMethod	isFormatOf	isPartOf	isReferencedBy	isReplacedBy	isRequiredBy	isVersionOf	issued	language	license	mediator	medium	modified	provenance	publisher	references	relation	replaces	requires	rights	rightsHolder	source	spatial	subject	tableOfContents	temporal	title	type	valid	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	behavior	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialSampleID	eventID	parentEventID	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	family	subfamily	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceAboveSurface	distanceAboveSurfaceAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory	eventType
620997072																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3676															PRESENT	Skel - 1						673												1962-01-01T00:00:00				1962	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Saskatchewan									52.15	-97.71667																																																		Junco hyemalis (Linnaeus, 1758)							Junco hyemalis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Junco	Junco			hyemalis			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.127Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	9362842	9362842	1	44	212	729	9608	2492009		9362842	Junco hyemalis	Junco hyemalis (Linnaeus, 1758)	Junco hyemalis		EML	2023-01-25T12:53:49.127Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.3_1	Manitoba	CAN.3.10_1	Division No. 19	CAN.3.10.7_1	Division No. 19, Unorganized	LC	
620997071																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3675															PRESENT	Skel - 1						672												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Calidris pusilla (Linnaeus, 1766)							Calidris pusillus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			pusilla			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.127Z								GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;AMBIGUOUS_INSTITUTION		true	false	2481764	2481764	1	44	212	7192402	5282	2481739		2481764	Calidris pusilla	Calidris pusilla (Linnaeus, 1766)	Calidris pusillus		EML	2023-01-25T12:53:49.127Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	NT	
620997070																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3674															PRESENT	Skel - 1						670												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Calidris minutilla (Vieillot, 1819)							Calidris minutilla	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			minutilla			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.127Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2481745	2481745	1	44	212	7192402	5282	2481739		2481745	Calidris minutilla	Calidris minutilla (Vieillot, 1819)	Calidris minutilla		EML	2023-01-25T12:53:49.127Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	LC	
620997069																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3673															PRESENT	Skel - 1						669												1962-01-01T00:00:00				1962	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Saskatchewan									52.15	-97.71667																																																		Porzana Vieillot, 1816							Porzana Carolina	Animalia	Chordata	Aves	Gruiformes	Rallidae		Porzana	Porzana						GENUS				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.127Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2474604	2474604	1	44	212	1493	9342	2474604				Porzana Vieillot, 1816	Porzana Carolina		EML	2023-01-25T12:53:49.127Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.3_1	Manitoba	CAN.3.10_1	Division No. 19	CAN.3.10.7_1	Division No. 19, Unorganized	NE	
620997068																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3672															PRESENT	Skel - 1						668												1964-01-01T00:00:00				1964	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Saskatchewan									52.15	-97.71667																																																		Lanius ludovicianus Linnaeus, 1766							Lanius ludovicianus	Animalia	Chordata	Aves	Passeriformes	Laniidae		Lanius	Lanius			ludovicianus			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.128Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2492870	2492870	1	44	212	729	9315	2483315		2492870	Lanius ludovicianus	Lanius ludovicianus Linnaeus, 1766	Lanius ludovicianus		EML	2023-01-25T12:53:49.128Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.3_1	Manitoba	CAN.3.10_1	Division No. 19	CAN.3.10.7_1	Division No. 19, Unorganized	NT	
620997067																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3671															PRESENT	Skel - 1						667												1963-08-01T00:00:00				1963	8	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Piapot									49.98333	-109.11667																																																		Limosa fedoa (Linnaeus, 1758)							Limosa fedoa	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Limosa	Limosa			fedoa			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.128Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2481684	2481684	1	44	212	7192402	5282	2481679		2481684	Limosa fedoa	Limosa fedoa (Linnaeus, 1758)	Limosa fedoa		EML	2023-01-25T12:53:49.128Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.13_1	Division No. 4	CAN.12.13.21_1	Piapot No. 110	LC	
620997066																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3670															PRESENT	Skel - 1						666												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Calidris minutilla (Vieillot, 1819)							Calidris minutilla	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			minutilla			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.128Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2481745	2481745	1	44	212	7192402	5282	2481739		2481745	Calidris minutilla	Calidris minutilla (Vieillot, 1819)	Calidris minutilla		EML	2023-01-25T12:53:49.128Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	LC	
620997065																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3669							FEMALE								PRESENT	Skel - 1						665												1964-07-21T00:00:00				1964	7	21											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Saskatchewan									52.15	-97.71667																																																		Grus canadensis (Linnaeus, 1758)							Grus canadensis	Animalia	Chordata	Aves	Gruiformes	Gruidae		Grus	Grus			canadensis			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.120Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2474953	2474953	1	44	212	1493	9313	2474940		2474953	Grus canadensis	Grus canadensis (Linnaeus, 1758)	Grus canadensis		EML	2023-01-25T12:53:49.120Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.3_1	Manitoba	CAN.3.10_1	Division No. 19	CAN.3.10.7_1	Division No. 19, Unorganized	LC	
620997064																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3658							FEMALE								PRESENT	Skel - 1						664	Lincoln Park Zoo captive											1964-04-24T00:00:00				1964	4	24											Cook, Illinois, United States of America	NORTH_AMERICA				US	Illinois	Cook		Chicago									41.85	-87.65																																																		Branta canadensis (Linnaeus, 1758)							Branta canadensis	Animalia	Chordata	Aves	Anseriformes	Anatidae		Branta	Branta			canadensis			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.123Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	5232437	5232437	1	44	212	1108	2986	2498190		5232437	Branta canadensis	Branta canadensis (Linnaeus, 1758)	Branta canadensis		EML	2023-01-25T12:53:49.123Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.14_1	Illinois	USA.14.16_1	Cook			LC	
620997063																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3657															PRESENT	Skel - 1						662												1965-02-01T00:00:00				1965	2	1											Tamaulipas, Mexico	NORTH_AMERICA				MX	Tamaulipas			Tampico									22.21667	-97.85																																																		Calidris alba (Pallas, 1764)							Calidris alba	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			alba			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.123Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2481748	2481748	1	44	212	7192402	5282	2481739		2481748	Calidris alba	Calidris alba (Pallas, 1764)	Calidris alba		EML	2023-01-25T12:53:49.123Z	2023-01-08T01:50:22.457Z	true		MEX	México	MEX.28_1	Tamaulipas	MEX.28.38_2	Tampico			LC	
620997062																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3656															PRESENT	Skel - 1						661												1962-01-01T00:00:00				1962	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Saskatchewan									52.15	-97.71667																																																		Junco hyemalis (Linnaeus, 1758)							Junco hyemalis	Animalia	Chordata	Aves	Passeriformes	Emberizidae		Junco	Junco			hyemalis			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.122Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	9362842	9362842	1	44	212	729	9608	2492009		9362842	Junco hyemalis	Junco hyemalis (Linnaeus, 1758)	Junco hyemalis		EML	2023-01-25T12:53:49.122Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.3_1	Manitoba	CAN.3.10_1	Division No. 19	CAN.3.10.7_1	Division No. 19, Unorganized	LC	
620997061																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3655															PRESENT	Skel - 1						650	Brookfield Zoo captaive											1963-09-18T00:00:00				1963	9	18											Cook, Illinois, United States of America	NORTH_AMERICA				US	Illinois	Cook		Chicago									41.85	-87.65																																																		Padda oryzivora (Linnaeus, 1758)							Padda oryzivora	Animalia	Chordata	Aves	Passeriformes	Estrildidae		Lonchura	Padda			oryzivora			SPECIES				SYNONYM			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.122Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2493591	4845776	1	44	212	729	5709	2493593		4845776	Lonchura oryzivora	Lonchura oryzivora (Linnaeus, 1758)	Padda oryzivora		EML	2023-01-25T12:53:49.122Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.14_1	Illinois	USA.14.16_1	Cook			EN	
620997060																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3654															PRESENT	Skel - 1						659	Brookfield Park Zoo captive											1963-01-01T00:00:00				1963	1	1											Cook, Illinois, United States of America	NORTH_AMERICA				US	Illinois	Cook		Chicago									41.85	-87.65																																																		Zosterops Vigors & Horsfield, 1827							Zosterops	Animalia	Chordata	Aves	Passeriformes	Zosteropidae		Zosterops	Zosterops						GENUS				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.122Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	2489340	2489340	1	44	212	729	9359	2489340				Zosterops Vigors & Horsfield, 1827	Zosterops		EML	2023-01-25T12:53:49.122Z	2023-01-08T01:50:22.457Z	false		USA	United States	USA.14_1	Illinois	USA.14.16_1	Cook			NE	
620997059																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3653															PRESENT	Skel - 1						658												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Calidris pusilla (Linnaeus, 1766)							Calidris pusillus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			pusilla			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.122Z								GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;AMBIGUOUS_INSTITUTION		true	false	2481764	2481764	1	44	212	7192402	5282	2481739		2481764	Calidris pusilla	Calidris pusilla (Linnaeus, 1766)	Calidris pusillus		EML	2023-01-25T12:53:49.122Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	NT	
620997058																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3652															PRESENT	Skel - 1						657												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Phalaropus tricolor (Vieillot, 1819)							Phalaropus tricolor	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Phalaropus	Phalaropus			tricolor			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.121Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	5229389	5229389	1	44	212	7192402	5282	9549339		5229389	Phalaropus tricolor	Phalaropus tricolor (Vieillot, 1819)	Phalaropus tricolor		EML	2023-01-25T12:53:49.121Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	LC	
620997057																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3651															PRESENT	Skel - 1						656												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Phalaropus tricolor (Vieillot, 1819)							Phalaropus tricolor	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Phalaropus	Phalaropus			tricolor			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.121Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	5229389	5229389	1	44	212	7192402	5282	9549339		5229389	Phalaropus tricolor	Phalaropus tricolor (Vieillot, 1819)	Phalaropus tricolor		EML	2023-01-25T12:53:49.121Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	LC	
620997056																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3650															PRESENT	Skel - 1						655												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Phalaropus tricolor (Vieillot, 1819)							Phalaropus tricolor	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Phalaropus	Phalaropus			tricolor			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.123Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	5229389	5229389	1	44	212	7192402	5282	9549339		5229389	Phalaropus tricolor	Phalaropus tricolor (Vieillot, 1819)	Phalaropus tricolor		EML	2023-01-25T12:53:49.123Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	LC	
620997055																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3649															PRESENT	Skel - 1						654												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Phalaropus tricolor (Vieillot, 1819)							Phalaropus tricolor	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Phalaropus	Phalaropus			tricolor			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.121Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	5229389	5229389	1	44	212	7192402	5282	9549339		5229389	Phalaropus tricolor	Phalaropus tricolor (Vieillot, 1819)	Phalaropus tricolor		EML	2023-01-25T12:53:49.121Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	LC	
620997054																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3648															PRESENT	Skel - 1						653												1963-11-01T00:00:00				1963	11	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Chlorophanes spiza (Linnaeus, 1758)							Chlorophanes spiza	Animalia	Chordata	Aves	Passeriformes	Thraupidae		Chlorophanes	Chlorophanes			spiza			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.121Z								GEODETIC_DATUM_ASSUMED_WGS84;AMBIGUOUS_INSTITUTION		true	false	5230641	5230641	1	44	212	729	9352	2488785		5230641	Chlorophanes spiza	Chlorophanes spiza (Linnaeus, 1758)	Chlorophanes spiza		EML	2023-01-25T12:53:49.121Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	LC	
620997053																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3647															PRESENT	Skel - 1						652												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Calidris pusilla (Linnaeus, 1766)							Calidris pusillus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			pusilla			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.116Z								GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;AMBIGUOUS_INSTITUTION		true	false	2481764	2481764	1	44	212	7192402	5282	2481739		2481764	Calidris pusilla	Calidris pusilla (Linnaeus, 1766)	Calidris pusillus		EML	2023-01-25T12:53:49.116Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	NT	
620997052																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3646															PRESENT	Skel - 1						651												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Calidris pusilla (Linnaeus, 1766)							Calidris pusillus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			pusilla			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.116Z								GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;AMBIGUOUS_INSTITUTION		true	false	2481764	2481764	1	44	212	7192402	5282	2481739		2481764	Calidris pusilla	Calidris pusilla (Linnaeus, 1766)	Calidris pusillus		EML	2023-01-25T12:53:49.116Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	NT	
620997051																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3645															PRESENT	Skel - 1						650												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Calidris pusilla (Linnaeus, 1766)							Calidris pusillus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			pusilla			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.116Z								GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;AMBIGUOUS_INSTITUTION		true	false	2481764	2481764	1	44	212	7192402	5282	2481739		2481764	Calidris pusilla	Calidris pusilla (Linnaeus, 1766)	Calidris pusillus		EML	2023-01-25T12:53:49.116Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	NT	
620997050																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3644															PRESENT	Skel - 1						649												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Calidris pusilla (Linnaeus, 1766)							Calidris pusillus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			pusilla			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.116Z								GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;AMBIGUOUS_INSTITUTION		true	false	2481764	2481764	1	44	212	7192402	5282	2481739		2481764	Calidris pusilla	Calidris pusilla (Linnaeus, 1766)	Calidris pusillus		EML	2023-01-25T12:53:49.116Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	NT	
620997049																																				CC0_1_0																							ISU	Birds			PRESERVED_SPECIMEN					3643															PRESENT	Skel - 1						648												1963-01-01T00:00:00				1963	1	1											Saskatchewan, Canada	NORTH_AMERICA				CA	Saskatchewan			Old Wives Lake									50.08333	-106.0																																																		Calidris pusilla (Linnaeus, 1766)							Calidris pusillus	Animalia	Chordata	Aves	Charadriiformes	Scolopacidae		Calidris	Calidris			pusilla			SPECIES				ACCEPTED			fcba1f2e-c8b8-491f-8b5f-62fae3157cc7	US	2023-01-25T12:53:49.115Z								GEODETIC_DATUM_ASSUMED_WGS84;TAXON_MATCH_FUZZY;AMBIGUOUS_INSTITUTION		true	false	2481764	2481764	1	44	212	7192402	5282	2481739		2481764	Calidris pusilla	Calidris pusilla (Linnaeus, 1766)	Calidris pusillus		EML	2023-01-25T12:53:49.115Z	2023-01-08T01:50:22.457Z	true		CAN	Canada	CAN.12_1	Saskatchewan	CAN.12.16_1	Division No. 7	CAN.12.16.25_1	Hillsborough No. 132	NT	
